published_date,notice_number,council,trade_name,suburb,address,postcode,date_alleged_offence,offence_code,offence_description,offence_circumstances,party_served_company,party_served_given_name,party_served_surname,penalty_amount,penalty_issued_by,penalty_date_served,updated_date,scrape_timestamp_utc,date_removed_from_website
2024-05-21,7250605836,CITY OF SYDNEY,LAO JIE BBQ,REDFERN,654 BOURKE STREET,2016,2024-04-10,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,TH AND ML PTY LTD,,,880,The Council of the City of Sydney,2024-04-11,2024-05-21,2024-06-26 23:16:48,
2024-05-21,3254551677,NORTHERN BEACHES,VILLAGE PARK CAFE,MONA VALE,1 PARK STREET,2103,2024-03-14,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - soap and water - Previous warnings given,,KOO,HONG MIN,440,Northern Beaches Council,2024-03-15,2024-05-21,2024-06-26 23:16:48,
2024-05-21,3254551686,NORTHERN BEACHES,VILLAGE PARK CAFE,MONA VALE,1 PARK STREET,2103,2024-03-14,11338,Fail to comply with Food Standards Code - Individual,"Fail to take all practicable measures to prevent pests entering the premises, and to eradicate and prevent the harbourage of pests - Previous warning given",,KOO,HONG MIN,440,Northern Beaches Council,2024-03-15,2024-05-21,2024-06-26 23:16:48,
2024-05-21,3256195306,WOLLONGONG,THAI GONG,WOLLONGONG,187-189 KEIRA STREET,2500,2024-01-18,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - Previous warnings given",ROS NIYOM THAI PTY LTD,,,880,Wollongong City Council,2024-02-06,2024-05-21,2024-06-26 23:16:48,
2024-05-14,3245836880,BAYSIDE,HARRYS LOUNGE BAR,BRIGHTON LE SANDS,1/342-344 BAY STREET,2216,2023-08-09,11367,Fail to notify appropriate enforcement agency - Individual,Fail to notify the appropriate enforcement agency before business is conducted,,GIUSEPPE XARALAMBOS,FAZZARI,440,Bayside Council,2023-10-18,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3245836871,BAYSIDE,TILT ESPRESSO,MASCOT,C2 389 T1 SYDNEY INTERNATIONAL AIRPORT,2020,2023-08-04,11368,Fail to notify appropriate enforcement agency - Corporation,Fail to notify the appropriate enforcement agency before business is conducted,TILT ESPRESSO PTY LTD,,,880,Bayside Council,2023-10-18,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3264041541,BAYSIDE,KHUSHBOO BIRYANI AND KHICHURY PLACE,ROCKDALE,6-8 FREDERICK STREET,2216,2023-11-17,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,DESH FOOD PTY LTD,,,880,Bayside Council,2023-12-19,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3120329695,BLACKTOWN,COLES,KINGS LANGLEY,125-135 JAMES COOK DRIVE,2147,2023-12-19,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",COLES SUPERMARKET PTY LTD,,,880,Blacktown City Council,2024-02-09,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3269319159,CAMDEN,MERCHANT MARKETS,CAMDEN,23/1-15 MURRAY STREET,2570,2024-01-08,11341,Sell food that fails to comply with the Food Standards Code - Corporation,Sale of food past its use-by date - Previous warnings given,SAN INTERNATIONAL TRADING PTY LTD,,,880,Camden Council,2024-01-15,2024-05-14,2024-06-26 23:16:48,
2024-05-14,7683280404,CANTERBURY-BANKSTOWN,MANMARUYA  CAMPSIE,CAMPSIE,193 BEAMISH STREET,2194,2024-02-01,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given",MANMARUYA PTY LTD,,,880,Canterbury Bankstown Council,2024-02-06,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3265235060,CANTERBURY-BANKSTOWN,CHICKEN KINGDOM,MILPERRA,UNIT 2  6 BULLECOURT AVENUE,2214,2024-02-29,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises - Previous warnings given,,JIANG,LIU,440,Canterbury Bankstown Council,2024-03-01,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3148302246,CITY OF CANADA BAY,MAO PO,RHODES,"SHOP 26G, 6 WALKER STREET",2138,2023-10-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - Previous warning given.,JR INJOY PTY LTD,,,880,City of Canada Bay Council,2024-01-23,2024-05-14,2024-06-26 23:16:48,
2024-05-14,7250601739,CITY OF SYDNEY,PAPPARICH UTS,ULTIMO,61 BROADWAY STREET,2007,2023-11-30,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,FIVE STAR ASSOCIATES PTY LTD,,,880,The Council of the City of Sydney,2023-12-01,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3240689679,HUNTERS HILL,HUNTERS HILL HOTEL,HUNTERS HILL,64-68 GLADESVILLE ROAD,2110,2023-11-30,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warning given,HUNTERS HILL OPERATIONS PTY LTD,,,880,Hunters Hill Council,2023-11-30,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3240511515,QUEANBEYAN-PALERANG,QUEANBEYAN GOLF CLUB,QUEANBEYAN EAST,5 BROWN STREET,2620,2023-10-24,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,VPPFP PTY LTD,,,880,Queanbeyan-Palerang Regional Council,2023-10-30,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3202221770,SUTHERLAND,DON T TELL THE GROCER,MIRANDA,"SHOP 2078 WESTFIELD MIRANDA, 600 KINGSWAY",2228,2024-01-27,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - Previous warning given,CAANE PTY LTD,,,880,Sutherland Shire Council,2024-02-09,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3202221752,SUTHERLAND,DON T TELL THE GROCER,MIRANDA,"SHOP 2078 WESTFIELD MIRANDA, 600 KINGSWAY",2228,2024-01-27,11339,Fail to comply with Food Standards Code - Corporation,Sale of food that is unsuitable,CAANE PTY LTD,,,880,Sutherland Shire Council,2024-02-09,2024-05-14,2024-06-26 23:16:48,
2024-05-14,3202221780,SUTHERLAND,DON T TELL THE GROCER,MIRANDA,"SHOP 2078 WESTFIELD MIRANDA, 600 KINGSWAY",2228,2024-01-27,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,CAANE PTY LTD,,,880,Sutherland Shire Council,2024-02-09,2024-05-14,2024-06-26 23:16:48,
2024-05-07,3120330391,BLACKTOWN,PARKLEA SEAFOOD,GLENWOOD,601 SUNNYHOLT ROAD,2768,2024-03-22,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to ensure it only accepts food that is protected from the likelihood of contamination,GREEN ACRES INTERNATIONAL PTY LTD,,,880,Blacktown City Council,2024-04-02,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3120330400,BLACKTOWN,PARKLEA SEAFOOD,GLENWOOD,601 SUNNYHOLT ROAD,2768,2024-03-22,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the premises, and all fixtures, fittings and equipment to the required standard of cleanliness",GREEN ACRES INTERNATIONAL PTY LTD,,,880,Blacktown City Council,2024-04-02,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3270946517,BURWOOD,SALSAS FRESH MEX,BURWOOD,SHOP FC 09 WESTFIELD FOOD COURT,2134,2024-01-29,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warning given",NOMNOM FOOD PTY LTD,,,880,Burwood Council,2024-02-23,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3270946508,BURWOOD,SALSAS FRESH MEX,BURWOOD,SHOP FC 09 WESTFIELD FOOD COURT,2134,2024-01-29,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warning given,NOMNOM FOOD PTY LTD,,,880,Burwood Council,2024-02-23,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3270946526,BURWOOD,SALSAS FRESH MEX,BURWOOD,SHOP FC 09 WESTFIELD FOOD COURT,2134,2024-01-29,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - Previous warning given",NOMNOM FOOD PTY LTD,,,880,Burwood Council,2024-02-23,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3261087730,BURWOOD,SUPREME SOUP,BURWOOD,"SHOP 5, 43 BELMORE STREET",2134,2023-11-13,11359,Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,MCM SOUP PTY LTD,,,1540,Burwood Council,2023-11-15,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3261177399,BURWOOD,THE NOODLE HOUSE,BURWOOD,"SHOP 130, 100 BURWOOD ROAD",2134,2024-01-15,11317,Handle food in manner likely to render it unsafe - Corporation,Fail to take all practicable measures to process only safe and suitable food,HUANG AND YEOH PTY LTD,,,1540,Burwood Council,2024-02-01,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3261088317,BURWOOD,XIN JIANG MIN HAND MADE NOODLE RESTAURANT,BURWOOD,193 BURWOOD ROAD,2134,2023-12-05,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",LAO HUI MIN CATERING GROUP PTY LTD,,,880,Burwood Council,2023-12-21,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3261088261,BURWOOD,XIN JIANG MIN HAND MADE NOODLE RESTAURANT,BURWOOD,193 BURWOOD RAOD,2134,2023-12-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,LAO HUI MIN CATERING GROUP PTY LTD,,,880,Burwood Council,2023-12-21,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3241514100,BYRON,BILLI BAKEHOUSE,BILLINUDGEL,2-4 MOGO PLACE,2483,2023-05-12,11339,Fail to comply with Food Standards Code - Corporation,"Fail to ensure fixtures, fittings and equipment are adequate for the production of safe and suitable food, and fit for their intended use - Previous warning given",BUCHANAN FOOD GROUP PTY LTD,,,880,Byron Shire Council,2023-05-12,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3241514210,BYRON,SUNDAY SUSTAINABLE BAKERY,BYRON BAY,101 JONSON STREET,2481,2023-12-06,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - Previous warnings given",SUNDAY ORGANIC BAKERY PTY LTD,,,880,Byron Shire Council,2023-12-21,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3241514220,BYRON,EDENS LANDING,MULLUMBIMBY,UNIT 5/97 STUART STREET,2482,2024-01-09,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warning given,EDENS LANDING MULLUMBIMBY PTY LTD,,,880,Byron Shire Council,2024-01-10,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3269319168,CAMDEN,MERCHANT MARKETS,CAMDEN,23/1-15 MURRAY STREET,2570,2024-01-08,11323,Sell food that is unsuitable - Corporation,Sale of food that is unsuitable - Previous warnings given,SAN INTERNATIONAL TRADING PTY LTD,,,1320,Camden Council,2024-01-15,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3257049144,CAMPBELLTOWN,MAKIMOTO MACARTHUR SQUARE,Campbelltown,200 GILCHRIST DRIVE,2560,2024-04-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,MAKIMOTO MERRYLANDS PTY LTD,,,880,Campbelltown City Council,2024-04-08,2024-05-07,2024-06-26 23:16:48,
2024-05-07,7683280386,CANTERBURY-BANKSTOWN,DU NOODLE EXPRESS,BANKSTOWN,"SHOP FC 011, NORTH TERRACE",2200,2024-01-31,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,DU NOODLE PTY LTD,,,880,Canterbury Bankstown Council,2024-02-01,2024-05-07,2024-07-16 06:30:30,
2024-05-07,3148302219,CITY OF CANADA BAY,MAO PO,RHODES,"SHOP 26G, 6 WALKER STREET",2138,2023-10-05,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given.",JR INJOY PTY LTD,,,880,City of Canada Bay Council,2024-01-23,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3240453655,FEDERATION,MULWALA FOODWORKS,MULWALA,51 MELBOURNE STREET,2647,2024-02-09,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,GUJUN INVESTMENT PTY LTD,,,880,Federation Council,2024-02-22,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3248477165,INNER WEST,NAIJA JOLLOF,ENMORE,205 ENMORE ROAD,2042,2023-11-30,73091,Not keep and produce for inspection copy of food safety supervisor certificate - Individual,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - Previous warnings given,,OLUWALOSEYI TAJUDEEN,OLATEJU,330,Inner West Council,2023-12-13,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3241525578,MID-COAST,WATERBIRD RESTAURANT,MANNING POINT,MAIN STREET,2430,2024-01-12,11338,Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,,JAMES VICTOR,LOVE,440,MidCoast Council,2024-01-15,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3256195315,WOLLONGONG,JASMINE RICE,WOLLONGONG,131 CORRIMAL STREET,2500,2024-01-31,11338,Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - Previous warnings given,,SAPANNA,SUKAPOJANA,440,Wollongong City Council,2024-02-06,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3256195232,WOLLONGONG,KIKIEES RESTAURANT,WOLLONGONG,118-124 CROWN STREET,2500,2023-11-20,11338,Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to process only safe and suitable food - Previous warnings given,,KIRE,TOSKOVSKI,440,Wollongong City Council,2024-01-16,2024-05-07,2024-06-26 23:16:48,
2024-05-07,3256195250,WOLLONGONG,KIKIEES RESTAURANT,WOLLONGONG,118-124 CROWN STREET,2500,2023-11-20,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises - Previous warnings given,,KIRE,TOSKOVSKI,440,Wollongong City Council,2024-01-16,2024-05-07,2024-06-26 23:16:48,
2024-04-30,3245837037,BAYSIDE,GRAND PARADISE ROCKDALE,ROCKDALE,22 FREDERICK STREET,2216,2023-11-17,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",BIG SQUARE GROUP PTY LTD,,,880,Bayside Council,2023-12-01,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3245837028,BAYSIDE,GRAND PARADISE ROCKDALE,ROCKDALE,22 FREDERICK STREET,2216,2023-11-17,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,BIG SQUARE GROUP PTY LTD,,,880,Bayside Council,2023-12-01,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3120329787,BLACKTOWN,WANGLONG BBQ,BLACKTOWN,19 FIRST AVENUE,2148,2024-01-19,11338,Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,,ZHIBO,HE,440,Blacktown City Council,2024-03-07,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3120329796,BLACKTOWN,WANGLONG BBQ,BLACKTOWN,19 FIRST AVENUE,2148,2024-01-19,11338,Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",,ZHIBO,HE,440,Blacktown City Council,2024-03-07,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3261087859,BURWOOD,STRATHFIELD VEGGIE SHED,STRATHFIELD,16 THE BOULEVARD,2135,2023-11-21,11339,Fail to comply with Food Standards Code - Corporation,Fail to have facilities for the storage of garbage and recyclable matter that enclose it to keep pests and animals away from it,STRATHFIELD VEGGIE SHED PTY LTD,,,880,Burwood Council,2023-12-01,2024-04-30,2024-06-26 23:16:48,
2024-04-30,7683280321,CANTERBURY-BANKSTOWN,DOUGHUT,BANKSTOWN,"SHOP K1210, NORTH TERRACE,",2200,2024-01-16,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,GQ HARVEST PTY LTD,,,880,Canterbury Bankstown Council,2024-01-19,2024-04-30,2024-06-26 23:16:48,
2024-04-30,7683280312,CANTERBURY-BANKSTOWN,DOUGHUT,BANKSTOWN,"SHOP K1210, NORTH TERRACE,",2200,2024-01-16,11339,Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,GQ HARVEST PTY LTD,,,880,Canterbury Bankstown Council,2024-01-19,2024-04-30,2024-06-26 23:16:48,
2024-04-30,7683280330,CANTERBURY-BANKSTOWN,DOUGHUT,BANKSTOWN,"SHOP K1210, NORTH TERRACE,",2200,2024-01-16,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap,GQ HARVEST PTY LTD,,,880,Canterbury Bankstown Council,2024-01-19,2024-04-30,2024-06-26 23:16:48,
2024-04-30,7683082487,CANTERBURY-BANKSTOWN,TAI KY,BANKSTOWN,44 BANKSTOWN CITY PLAZA,2200,2023-11-10,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to ensure it only accepts food that is protected from the likelihood of contamination - Previous warnings given,T AND L RESTAURANT PTY LTD,,,880,Canterbury Bankstown Council,2023-11-17,2024-04-30,2024-06-26 23:16:48,
2024-04-30,7250605506,CITY OF SYDNEY,WUDU,CHIPPENDALE,"SHOP 4, 87-97 REGENT STREET",2008,2023-11-30,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",WUDU PTY LTD,,,880,The Council of the City of Sydney,2023-12-12,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3240689569,HUNTERS HILL,UNWRITTEN CAFE,HUNTERS HILL,105 PITTWATER ROAD,2110,2023-10-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,WILLIAM JRL PTY LTD,,,880,Hunters Hill Council,2023-10-11,2024-04-30,2024-06-26 23:16:48,
2024-04-30,3202221799,SUTHERLAND,WOOLWORTHS,MIRANDA,600 KINGSWAY,2228,2023-12-18,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water,WOOLWORTHS GROUP LIMITED,,,880,Sutherland Shire Council,2024-02-09,2024-04-30,2024-06-26 23:16:48,
2024-04-23,3264041532,BAYSIDE,KHUSHBOO BIRYANI AND KHICHURY PLACE,ROCKDALE,6-8 FREDERICK STREET,2216,2023-11-17,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",DESHI FOOD PTY LTD,,,880,Bayside Council,2023-12-19,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3264041523,BAYSIDE,KHUSHBOO BIRYANI AND KHICHURY PLACE,ROCKDALE,6-8 FREDERICK STREET,2216,2023-11-17,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,DESHI FOOD PTY LTD,,,880,Bayside Council,2023-12-19,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3245836909,BAYSIDE,KFC,SANS SOUCI,494 ROCKY POINT ROAD,2219,2023-09-15,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",QSR PTY LTD,,,880,Bayside Council,2023-10-19,2024-04-23,2024-06-26 23:16:48,
2024-04-23,7683280276,CANTERBURY-BANKSTOWN,PIZZA PASTA CO,GEORGES HALL,101 DENMAN ROAD,2198,2023-12-19,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,DANNOUN GROUP PTY LTD,,,880,Canterbury Bankstown Council,2024-01-18,2024-04-23,2024-06-26 23:16:48,
2024-04-23,7250605515,CITY OF SYDNEY,WUDU,CHIPPENDALE,"SHOP 4, 87-97 REGENT STREET",2008,2023-11-30,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,WUDU PTY LTD,,,880,The Council of the City of Sydney,2023-12-12,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3248477201,INNER WEST,SANDWICH STACK,MARRICKVILLE,SHOP 21 34 VICTORIA ROAD,2204,2024-01-04,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given",RAMBUTAN RIVER PTY LTD,,,880,Inner West Council,2024-01-05,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3236915651,LIVERPOOL,JUICE MIA,LIVERPOOL,"SHOP 10, 247 GEORGE STREET",2170,2024-02-12,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,FRESH SUGAR CANE PTY LTD,,,880,Liverpool City Council,2024-02-21,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3247454293,RYDE,MUNCHY FOOD,EASTWOOD,SHOP 216/62-80 ROWE STREET,2122,2024-01-25,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,HME MANAGEMENT PTY LTD,,,880,City of Ryde,2024-02-07,2024-04-23,2024-06-26 23:16:48,
2024-04-23,3256195324,WOLLONGONG,JASMINE RICE,WOLLONGONG,131 CORRIMAL STREET,2500,2024-01-31,11338,Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, use a process step that is reasonably known to achieve the microbiological safety of the food - Previous warnings given",,SAPANNA,SUKAPOJANA,440,Wollongong City Council,2024-02-06,2024-04-23,2024-06-26 23:16:48,
2024-04-16,3264041707,BAYSIDE,YUNNAN NOODLES,MASCOT,5/8 BOURKE STREET,2020,2023-12-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,LIANG AUS PTY LTD,,,880,Bayside Council,2024-01-11,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3181150271,BLUE MOUNTAINS,NOODLE PARADISE SPRINGWOOD,SPRINGWOOD,111-115 MACQUARIE ROAD,2777,2023-11-13,11341,Sell food that fails to comply with the Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,XIN HUA FOOD PTY LTD,,,880,Blue Mountains City Council,2023-11-27,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3261177471,BURWOOD,THE NOODLE HOUSE,BURWOOD,"SHOP 138, 100 BURWOOD ROAD",2134,2024-01-25,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",HUANG AND YEOH PTY LTD,,,880,Burwood Council,2024-02-01,2024-04-16,2024-06-26 23:16:48,
2024-04-16,7683280294,CANTERBURY-BANKSTOWN,DU NOODLE EXPRESS,BANKSTOWN,SHOP FC011 NORTH TERRACE,2200,2024-01-16,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use hand towels,DU NOODLE PTY LTD,,,880,Canterbury Bankstown Council,2024-01-18,2024-04-16,2024-07-16 06:30:30,
2024-04-16,7683280249,CANTERBURY-BANKSTOWN,ATOM ESPRESSO,CAMPSIE,60 CHARLOTTE STREET,2194,2024-01-04,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - warm running water,,TRUNG HA,LE,440,Canterbury Bankstown Council,2024-01-08,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3161229574,CANTERBURY-BANKSTOWN,JAMAL HOSSAIN BUTCHERY,LAKEMBA,50 RAILWAY PARADE,2195,2023-12-04,11340,Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain illegal preservative (sulphur dioxide) - Goat Meat,,JAMAL,HOSSAIN,440,NSW Food Authority,2023-12-20,2024-04-16,2024-06-26 23:16:48,
2024-04-16,7683280258,CANTERBURY-BANKSTOWN,THE DHANSHIRI RESTORIA,LAKEMBA,51 RAILWAY PARADE LAKEMBA,2195,2024-01-04,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - Previous warning given,AL ARAFA PTY LTD,,,880,Canterbury Bankstown Council,2024-01-08,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3148302200,CITY OF CANADA BAY,BAAN RAUN THAI RESTAURANT,NORTH STRATHFIELD,157 CONCORD ROAD,2137,2024-01-10,11338,Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination - Previous warnings given,,WANNIPA,SIRIRAK,440,City of Canada Bay Council,2024-01-12,2024-04-16,2024-06-26 23:16:48,
2024-04-16,7681576724,HORNSBY,FISH N CHIX,HORNSBY,SHOP FCIIF/236 PACIFIC HIGHWAY,2077,2024-01-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,FDJ PTY LTD,,,880,Hornsby Shire Council,2024-01-10,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3218576305,NORTH SYDNEY,LAST TRAIN TO BOMBAY,CROWS NEST,469 PACIFIC HIGHWAY,2065,2023-11-08,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",MANAV AND MAYA PTY LTD,,,880,North Sydney Council,2023-11-15,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3218576314,NORTH SYDNEY,LAST TRAIN TO BOMBAY,CROWS NEST,469 PACIFIC HIGHWAY,2065,2023-11-23,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warning given",MANAV AND MAYA PTY LTD,,,880,North Sydney Council,2023-12-05,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3161229464,RYDE,PERSEPOLIS BUTCHERY (RYDE),RYDE,32a CHURCH STREET,2122,2023-09-05,11341,Sell food that fails to comply with the Food Standards Code - Corporation,"Sale of food found to contain preservative (sulphur dioxide) that exceeds permitted level - in Beef mince ""sausage""",VAHID BUTCHERY PTY LTD,,,880,NSW Food Authority,2023-12-18,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3256195279,WOLLONGONG,LEISURE COAST BAKERY,UNANDERRA,4-6 TANNERY STREET,2526,2024-01-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,NATURAL GROUP AUSTRALIA PTY LTD,,,880,Wollongong City Council,2024-01-16,2024-04-16,2024-06-26 23:16:48,
2024-04-16,3256195333,WOLLONGONG,JASMINE RICE,WOLLONGONG,131 CORRIMAL STREET,2500,2024-01-31,11338,Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - Previous warnings given,,SAPANNA,SUKAPOJANA,440,Wollongong City Council,2024-02-06,2024-04-16,2024-06-26 23:16:48,
